timestamp, AccelerationX, AccelerationY, AccelerationZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ, Z-AxisAgle(Azimuth), X-AxisAngle(Pitch), Y-AxisAngle(Roll), GyroX, GyroY, GyroZ
1423055188414,-0.608,5.331,7.632,20.1,-30.5,-23.8,242.161,-36.659,-1.58,0,0,0
1423055188514,-1.049,5.647,7.727,20.7,-29.8,-24.9,242.406,-35.915,-6.253,0,0,0
1423055188614,-1.317,6.078,8.867,21.1,-29.2,-25.3,242.875,-34.594,-5.262,0,0,0
1423055188714,-1.442,6.202,9.652,20.7,-30.4,-25.3,235.08,-32.444,-7.155,0,0,0
1423055188814,-0.417,6.566,11.5,20.7,-32.6,-23.6,230.071,-29.714,-1.798,0,0,0
1423055188914,-0.111,4.709,8.034,19.6,-34.1,-22.4,226.891,-30.379,-0.668,0,0,0
1423055189015,0.205,4.986,8.264,18.6,-35.3,-21.8,225.318,-31.101,1.215,0,0,0
1423055189114,-0.656,4.747,7.095,17.2,-35.3,-21.3,212.275,-25,-5.58,0,0,0
1423055189214,-0.254,5.264,7.976,17.2,-35.3,-22.2,223.668,-33.413,-1.522,0,0,0
1423055189314,-0.436,4.335,8.656,17.2,-34.9,-22.2,216.864,-27.748,-3.628,0,0,0
1423055189414,-0.427,4.996,9.01,16.7,-34.5,-22.2,218.609,-28.98,-2.367,0,0,0
1423055189515,-0.417,5.015,8.283,17.7,-35.1,-22.7,221.958,-31.16,-2.46,0,0,0
1423055189613,-0.369,5.551,8.043,17.7,-33.8,-22.7,228.027,-34.587,-2.16,0,0,0
1423055189714,-0.503,5.398,8.513,18.3,-33.8,-22.7,225.64,-32.33,-2.85,0,0,0
1423055189814,-0.474,5.245,8.216,18.3,-33.8,-22.7,224.872,-31.24,-2.318,0,0,0
1423055189921,-0.58,5.36,8.11,18.8,-33.8,-22.1,226.73,-33.392,-3.412,0,0,0
1423055190013,-0.379,5.321,8.273,18.8,-33.8,-22.7,227.497,-32.73,-2.194,0,0,0
1423055190115,-0.139,5.139,7.871,18.8,-33.8,-22.7,228.992,-33.135,-0.836,0,0,0
1423055190214,-0.101,5.293,7.861,18.3,-33.3,-22.7,230.122,-33.948,-0.607,0,0,0
1423055190314,0.359,5.542,8.216,18.3,-33.3,-22.7,231.959,-33.97,2.07,0,0,0
1423055190414,0.033,5.254,7.813,18.3,-33.3,-23.1,231.058,-33.915,0.199,0,0,0
1423055190514,0.292,5.293,8.062,18.3,-33.3,-22.6,230.488,-33.16,1.493,0,0,0
1423055190614,0.148,5.264,8.005,17.8,-33.3,-22.6,229.696,-33.331,0.881,0,0,0
1423055190715,0.234,5.168,8.177,17.8,-34,-22.2,227.52,-32.442,1.096,0,0,0
1423055190814,0.215,5.034,8.359,17.8,-34,-22.2,226.166,-31.054,1.262,0,0,0
1423055190915,0.062,5.005,8.005,17.8,-34,-22.2,226.546,-32.022,0.372,0,0,0
1423055191014,-0.101,5.187,8.264,17.8,-34,-22.2,225.929,-32.113,-0.59,0,0,0
1423055191115,-0.091,5.216,8.216,17.8,-33.6,-22.7,227.327,-32.403,-0.53,0,0,0
1423055191220,-0.417,5.273,7.66,17.8,-33.6,-22.7,226.505,-31.714,-0.583,0,0,0
1423055191329,-0.283,5.197,9.25,18.3,-33.2,-22.7,224.424,-29.318,-1.526,0,0,0
1423055191416,-0.35,5.12,8.091,18.3,-33.2,-23.1,228.364,-32.849,-1.91,0,0,0
1423055191514,-0.283,5.053,8.503,18.7,-33.2,-23.1,226.956,-30.714,-1.637,0,0,0
1423055191615,-0.292,5.149,8.302,18.7,-32.8,-23.1,228.723,-31.798,-1.706,0,0,0
1423055191715,-0.283,5.149,8.139,18.7,-32.8,-23.1,229.342,-32.305,-1.681,0,0,0
1423055191814,-0.34,5.273,8.321,18.7,-32.8,-23.5,229.52,-32.338,-1.977,0,0,0
1423055191914,-0.35,5.159,8.532,18.7,-32.8,-23.5,228.873,-31.728,-1.859,0,0,0
1423055192016,-0.312,5.149,8.388,19.1,-32.8,-23.5,229.294,-31.533,-1.812,0,0,0
1423055192114,-0.35,5.197,8.264,19.1,-32.8,-23.5,229.854,-32.146,-2.043,0,0,0
1423055192215,-0.407,5.235,8.465,19.1,-32.8,-23.5,229.108,-31.707,-2.334,0,0,0
1423055192314,-0.436,5.206,8.158,19.1,-32.4,-23.5,230.542,-32.514,-2.568,0,0,0
1423055192414,-0.465,5.293,8.436,19.5,-32.4,-23.5,230.54,-32.068,-2.661,0,0,0
1423055192514,-0.427,5.226,8.465,19.5,-32.4,-23.5,230.19,-31.654,-2.453,0,0,0
1423055192614,-0.35,5.226,8.321,19.5,-32.4,-23.5,230.819,-32.014,-2.183,0,0,0
1423055192714,-0.331,5.168,8.398,19.5,-32.4,-23.5,230.5,-31.592,-1.915,0,0,0
1423055192814,-0.321,5.254,8.244,19.9,-32.4,-23.5,232.207,-32.492,-1.872,0,0,0
1423055192914,-0.35,5.341,8.244,19.9,-32.4,-23.5,232.622,-32.911,-2.031,0,0,0
1423055193015,-0.388,5.235,8.417,19.9,-32.4,-23.5,231.187,-31.862,-2.237,0,0,0
1423055193115,-0.235,5.139,8.331,19.9,-32.4,-23.5,231.543,-31.66,-1.366,0,0,0
1423055193214,-0.312,5.197,8.225,19.9,-32.4,-23.5,231.958,-32.268,-1.833,0,0,0
1423055193314,-0.359,5.197,8.465,19.9,-32.4,-23.5,231.823,-32.326,-2.138,0,0,0
1423055193413,-0.35,5.178,8.455,19.9,-32.4,-23.5,230.872,-31.465,-2.012,0,0,0
1423055193514,-0.321,5.197,8.225,19.9,-32.4,-23.5,231.924,-32.268,-1.88,0,0,0
1423055193618,-0.398,5.206,8.474,19.9,-32.4,-23.5,230.774,-31.543,-2.288,0,0,0
1423055193722,-0.369,5.245,8.378,19.9,-32.4,-23.5,231.445,-32.014,-2.136,0,0,0
1423055193813,-0.264,5.159,8.187,19.9,-32.4,-23.5,232.061,-32.202,-1.552,0,0,0
1423055193914,-0.34,5.245,8.407,19.9,-32.4,-23.5,231.46,-31.932,-1.965,0,0,0
1423055194014,-0.302,5.101,8.321,19.9,-32.4,-23.5,230.979,-31.533,-1.972,0,0,0
1423055194114,-0.388,5.226,8.053,19.9,-32.4,-23.5,232.484,-32.951,-2.309,0,0,0
1423055194215,-1.001,5.522,8.024,19.9,-32.4,-23.5,231.994,-33.352,-3.745,0,0,0
1423055194314,-0.752,5.178,8.378,19.9,-32.4,-23.5,229.322,-31.611,-4.364,0,0,0
1423055194414,-0.618,5.168,8.254,19.9,-32.4,-23.5,230.336,-31.977,-3.622,0,0,0
1423055194514,0.014,4.603,8.924,19.9,-32.4,-23.5,227.757,-27.283,0.069,0,0,0
1423055194615,-0.302,6.116,8.091,20.3,-31.9,-23.9,240.452,-37.074,-1.7,0,0,0
1423055194714,-0.455,5.427,8.627,20.3,-31.9,-23.9,238.579,-35.663,-1.342,0,0,0
1423055194815,-0.35,5.657,7.44,20.3,-31.5,-23.9,241.16,-37.215,-2.134,0,0,0
1423055194915,-0.503,6.011,10.102,20.3,-31.5,-23.9,241.263,-36.941,-1.086,0,0,0
1423055195075,-0.149,4.89,10.121,20.3,-31.5,-23.9,228.187,-27.724,-3.12,0,0,0
1423055195113,-0.149,4.89,10.121,20.3,-32,-23.9,227.119,-25.782,-0.751,0,0,0
1423055195215,-0.216,4.412,7.316,20.3,-32.9,-21.5,228.85,-31.085,-1.441,0,0,0
1423055195314,-0.484,4.297,8.388,20.3,-33.5,-19.6,222.39,-27.09,-2.936,0,0,0
1423055195415,-0.81,5.771,7.785,20.3,-33.5,-18.2,223.989,-30.932,-3.99,0,0,0
1423055195514,-0.57,5.714,8.34,20.3,-33.5,-18.2,227.61,-34.363,-3.223,0,0,0
1423055195615,-0.915,6.202,8.484,20.3,-33.5,-18.2,228.299,-35.42,-3.843,0,0,0
1423055195719,-0.953,5.877,9.288,20.3,-33,-18.8,225.548,-32.185,-4.953,0,0,0
1423055195816,-1.116,5.733,7.584,20.3,-33,-18.8,229.223,-36.805,-6.686,0,0,0
1423055195915,-0.733,5.599,8.158,20.3,-33,-18.4,227.835,-34.354,-4.227,0,0,0
1423055196015,-0.484,5.771,7.737,20.8,-32.5,-19,233.33,-36.674,-2.868,0,0,0
1423055196115,-0.561,5.781,8.637,20.8,-32.5,-19,232.534,-36.103,-3.134,0,0,0
1423055196214,-0.733,5.714,8.704,21.2,-32,-19.4,230.407,-33.195,-4.017,0,0,0
1423055196315,-0.656,5.59,8.244,21.2,-32,-18.9,230.132,-33.256,-3.829,0,0,0
1423055196414,-0.656,5.628,7.67,21.2,-32,-18.9,233.206,-36.164,-3.941,0,0,0
1423055196514,-0.561,5.781,8.168,21.2,-32.4,-18.9,231.962,-35.221,-3.198,0,0,0
1423055196615,-0.551,5.733,8.11,21.2,-32.4,-18.9,231.946,-35.197,-3.176,0,0,0
1423055196714,-0.436,5.858,8.149,21.2,-32.4,-18.9,232.836,-35.684,-2.477,0,0,0
1423055196815,-0.561,5.695,8.091,21.2,-32.9,-18.9,230.753,-34.677,-2.946,0,0,0
1423055196914,-0.436,5.637,7.813,21.2,-32.9,-18.9,232.113,-35.771,-2.58,0,0,0
1423055197015,-0.359,5.915,7.852,21.2,-32.9,-18.9,231.798,-35.508,-2.644,0,0,0
1423055197114,-0.379,5.819,8.005,21.2,-32.9,-18.5,232.173,-35.986,-2.181,0,0,0
1423055197215,-0.359,5.781,8.101,21.2,-32.9,-18.5,231.704,-35.489,-2.063,0,0,0
1423055197315,-0.302,5.791,8.12,21.2,-32.9,-18.5,231.864,-35.476,-1.728,0,0,0
1423055197415,-0.264,5.781,7.842,21.2,-32.5,-18.5,233.657,-36.376,-1.541,0,0,0
1423055197515,-0.58,5.81,8.101,21.6,-32.5,-18.9,231.895,-34.339,-2.586,0,0,0
1423055197615,-0.733,5.925,7.718,21.6,-32.5,-18.9,234.398,-37.386,-4.299,0,0,0
1423055197715,-0.608,5.982,7.919,21.6,-32.5,-18.9,233.438,-36.155,-3.393,0,0,0
1423055197815,-0.551,6.03,8.149,21.6,-32.1,-18.9,234.502,-36.444,-3.111,0,0,0
1423055197914,-0.618,5.867,7.469,21.6,-32.1,-18.9,236.118,-38.056,-3.713,0,0,0
1423055198049,-0.762,5.867,8.369,21.6,-32.1,-18.9,232.221,-34.922,-4.252,0,0,0
1423055198122,-0.714,5.829,8.235,21.6,-32.1,-18.9,232.638,-35.202,-4.041,0,0,0
1423055198216,-0.541,5.934,8.149,21.6,-32.1,-18.9,233.719,-36.002,-3.671,0,0,0
1423055198315,-0.58,5.752,8.34,21.6,-32.1,-18.9,232.316,-34.528,-3.274,0,0,0
1423055198415,-0.695,5.781,7.919,21.6,-32.1,-18.9,231.379,-33.849,-3.696,0,0,0
1423055198515,-0.57,5.81,8.168,21.6,-32.1,-18.9,233.217,-35.356,-3.251,0,0,0
1423055198614,-0.723,5.695,8.426,21.6,-32.1,-18.9,231.289,-33.957,-4.067,0,0,0
1423055198714,-0.647,5.752,8.244,21.6,-32.1,-18.9,232.422,-34.826,-3.673,0,0,0
1423055198815,-0.714,5.819,8.283,21.6,-32.1,-18.9,232.418,-34.992,-4.027,0,0,0
1423055198914,-0.934,5.829,8.513,21.6,-32.1,-18.9,234.241,-36.773,-4.399,0,0,0
1423055199015,-0.829,5.915,7.517,21.6,-32.1,-18.9,235.487,-38.036,-4.944,0,0,0
1423055199117,-0.867,6.078,7.718,21.6,-32.1,-18.9,234.274,-37.186,-5.274,0,0,0
1423055199215,-0.781,5.925,8.35,21.6,-32.1,-18.9,232.506,-35.232,-4.359,0,0,0
1423055199314,-0.455,5.599,8.618,21.6,-32.1,-18.9,231.104,-32.978,-2.533,0,0,0
1423055199415,0.071,5.283,7.919,21.6,-32.1,-18.9,233.224,-33.709,0.417,0,0,0
1423055199515,-0.13,5.886,6.961,21.6,-32.1,-18.9,239.972,-40.218,-0.81,0,0,0
1423055199614,-0.58,5.752,8.206,21.6,-29.9,-19.3,240.645,-37.735,-1.573,0,0,0
1423055199789,-0.819,6.02,8.513,21.6,-29.1,-19.3,240.486,-37.083,-3.461,0,0,0
1423055199814,-0.819,6.02,8.513,22.1,-29.7,-19.3,237.249,-35.148,-4.483,0,0,0
1423055199916,-0.982,6.777,10.533,22.1,-30.6,-19.7,233.32,-32.645,-4.478,0,0,0
1423055200014,-0.245,5.953,8.264,22.1,-31.1,-19.7,237.59,-35.758,-1.371,0,0,0
1423055200142,-0.589,4.622,7.124,22.1,-32.3,-19.1,230.834,-32.884,-3.961,0,0,0
1423055200214,-0.417,4.594,7.153,22.1,-32.3,-17,229.434,-32.664,-2.801,0,0,0
1423055200315,-1.231,6.183,7.43,22.1,-32.3,-16.3,223.991,-27.653,-4.95,0,0,0
1423055200415,-1.193,6.222,7.632,22.1,-32.3,-16.3,232.991,-38.844,-6.903,0,0,0
1423055200515,-1.02,5.657,8.503,22.1,-32.3,-15.5,225.994,-33.022,-8.012,0,0,0
1423055200615,-0.532,6.193,7.67,22.1,-31.8,-14.9,233.938,-38.851,-3.081,0,0,0
1423055200714,-0.953,5.858,7.871,22.1,-31.8,-14.9,230.59,-36.465,-5.545,0,0,0
1423055200816,-1.068,5.982,8.062,22.1,-31.3,-14.9,230.987,-36.337,-6.069,0,0,0
1423055200914,-1.02,5.915,8.532,22.1,-31.3,-15.7,230.2,-34.551,-5.612,0,0,0
1423055201015,-0.771,5.973,7.9,22.1,-31.3,-15.7,232.729,-36.705,-4.609,0,0,0
1423055201115,-0.81,5.963,8.235,22.1,-30.5,-15.7,233.007,-35.786,-4.551,0,0,0
1423055201215,-0.886,5.944,8.11,22.5,-30.5,-16.2,233.986,-35.846,-4.843,0,0,0
1423055201314,-0.867,5.925,8.13,22.5,-30.5,-17.6,235.446,-35.926,-4.923,0,0,0
1423055201415,-0.886,5.906,8.311,22.5,-30.5,-16.1,233.213,-35.244,-4.96,0,0,0
1423055201514,-0.8,5.963,8.034,22.5,-30.1,-16.1,235.18,-36.454,-4.565,0,0,0
1423055201614,-0.81,6.011,8.177,22.5,-30.1,-16.1,234.91,-36.19,-4.558,0,0,0
1423055201714,-0.79,5.963,8.101,22.5,-30.6,-16.1,233.829,-35.973,-4.75,0,0,0
1423055201816,-0.733,5.973,8.072,22.5,-30.6,-15.7,234.099,-36.389,-4.166,0,0,0
1423055201915,-0.733,5.925,7.995,22.5,-30.6,-15.7,233.86,-36.279,-4.481,0,0,0
1423055202014,-0.704,5.982,7.881,22.5,-30.6,-15.7,234.843,-37.099,-4.062,0,0,0
1423055202114,-0.637,6.03,7.823,22.5,-30.6,-15.7,235.43,-37.536,-3.691,0,0,0
1423055202214,-0.704,5.982,8.216,22.5,-30.6,-15.7,233.761,-35.956,-3.955,0,0,0
1423055202314,-0.675,5.944,7.986,22.5,-30.6,-15.7,234.387,-36.568,-3.873,0,0,0
1423055202414,-0.704,5.896,8.053,22.5,-30.6,-15.7,233.78,-35.971,-3.933,0,0,0
1423055202514,-0.695,6.03,8.101,22.5,-30.2,-15.7,235.144,-36.563,-3.933,0,0,0
1423055202615,-0.762,5.953,8.139,22.9,-30.2,-15.7,235.651,-36.481,-3.687,0,0,0
1423055202714,-0.771,5.953,8.015,22.9,-30.2,-15.7,235.391,-36.478,-4.411,0,0,0
1423055202814,-0.857,5.944,8.024,22.9,-29.8,-16.1,236.101,-36.376,-4.901,0,0,0
1423055202915,-0.905,5.982,8.12,22.9,-29.8,-16.1,235.847,-36.209,-5.13,0,0,0
1423055203035,-0.963,6.049,8.254,22.9,-29.8,-16.1,236.559,-36.93,-5.239,0,0,0
1423055203114,-0.992,5.982,8.043,22.9,-29.8,-16.1,235.59,-36.049,-5.375,0,0,0
1423055203213,-0.953,5.915,8.101,22.9,-29.8,-16.1,235.474,-35.952,-5.424,0,0,0
1423055203314,-0.867,5.982,8.244,22.9,-29.4,-16.1,236.153,-35.814,-4.862,0,0,0
1423055203414,-0.781,6.001,8.187,22.9,-29.4,-16.1,236.634,-36.123,-4.395,0,0,0
1423055203515,-0.79,5.925,8.034,22.9,-29.4,-16.1,236.748,-36.274,-4.516,0,0,0
1423055203614,-0.771,5.944,8.082,22.9,-29.4,-16.1,236.728,-36.214,-4.39,0,0,0
1423055203715,-0.714,6.011,8.024,22.9,-29.4,-16.1,237.363,-36.72,-4.066,0,0,0
1423055203822,-0.723,5.992,8.015,22.9,-29.4,-16.1,237.828,-37.131,-3.927,0,0,0
1423055203914,-0.781,5.925,7.708,22.9,-29.4,-16.1,237.909,-37.404,-4.59,0,0,0
1423055204015,-1.03,5.953,8.244,22.9,-29.4,-16.1,235.954,-35.568,-4.718,0,0,0
1423055204115,-1.135,5.858,7.852,22.9,-29,-16.1,236.803,-36.448,-6.607,0,0,0
1423055204214,-0.819,5.657,7.746,22.9,-29,-16.5,237.342,-35.984,-4.871,0,0,0
1423055204314,0.091,5.733,7.622,22.9,-28.6,-16.5,240.487,-36.952,0.54,0,0,0
1423055204414,0.033,5.293,8.311,23.3,-27,-16.5,239.27,-32.494,0.188,0,0,0
1423055204514,-1.375,6.212,9.039,23.3,-24.5,-16.9,254.059,-42.47,1.145,0,0,0
1423055204614,-1.585,5.685,7.651,23.3,-23.8,-16.9,247.299,-36.051,-9.443,0,0,0
1423055204714,-1.173,5.886,7.306,23.7,-23.8,-16.9,251.138,-38.506,-7.118,0,0,0
1423055204815,-1.308,7.045,9.815,23.7,-24.7,-16.9,245.751,-35.431,-6.174,0,0,0
1423055204914,-1.097,7.035,9.777,23.7,-25.3,-17.3,245.365,-35.577,-5.199,0,0,0
1423055205015,-1.422,4.412,7.565,23.7,-27.3,-17.3,234.172,-29.823,-9.22,0,0,0
1423055205114,-1.327,4.287,7.967,22.5,-28.8,-16.5,227.903,-27.968,-8.335,0,0,0
1423055205213,-0.599,4.718,7.995,21.3,-28.8,-15.8,225.715,-25.158,-4.376,0,0,0
1423055205315,-0.656,5.475,7.9,21.3,-29.2,-15.4,232.796,-34.636,-3.901,0,0,0
1423055205414,-0.886,5.293,8.934,21.3,-29.2,-15,227.298,-28.452,-3.904,0,0,0
1423055205514,-0.149,5.628,7.632,21.3,-28.6,-15,236.176,-36.4,-0.891,0,0,0
1423055205622,-0.733,5.896,7.861,21.3,-28.6,-15.7,236.075,-36.751,-4.257,0,0,0
1423055205716,-0.503,4.622,8.704,21.7,-27.6,-15.7,230.73,-27.926,-2.915,0,0,0
1423055205814,-0.474,4.814,8.244,21.7,-27.6,-16.5,233.282,-30.241,-2.838,0,0,0
1423055205914,-0.178,4.967,8.905,21.7,-27,-17.1,235.736,-30.848,-2.029,0,0,0
1423055206014,-0.532,5.149,8.551,21.7,-27,-17.1,235.507,-31.007,-3.043,0,0,0
1423055206115,-0.647,5.254,8.532,22.2,-26.6,-16.6,235.895,-30.637,-3.36,0,0,0
1423055206214,-0.608,5.417,8.407,22.2,-26.6,-17,238.236,-32.728,-3.48,0,0,0
1423055206314,-0.886,5.36,8.302,22.6,-26.6,-16.3,237.526,-32.707,-5.116,0,0,0
1423055206414,-0.752,5.609,8.484,22.2,-26.6,-16.3,237.979,-33.369,-4.227,0,0,0
1423055206515,-0.829,5.532,8.426,22.2,-26.6,-16.3,237.62,-33.168,-4.694,0,0,0
1423055206615,-0.829,5.685,8.436,22.2,-26.6,-16.3,238.379,-33.801,-4.343,0,0,0
1423055206714,-0.733,5.752,8.513,21.7,-26.6,-16.3,237.947,-33.951,-4.071,0,0,0
1423055206817,-0.513,5.58,8.101,21.7,-27.2,-16.3,237.742,-34.59,-3.365,0,0,0
1423055206914,-0.455,5.666,8.235,21.7,-27.2,-15.9,237.484,-34.494,-2.605,0,0,0
1423055207014,-0.427,5.695,8.206,21.7,-27.2,-15.9,237.768,-34.728,-2.442,0,0,0
1423055207114,-0.494,5.676,8.235,21.7,-27.2,-15.9,237.459,-34.535,-2.813,0,0,0
1423055207213,-0.494,5.657,8.158,21.7,-27.2,-15.9,237.6,-34.683,-2.834,0,0,0
1423055207315,-0.513,5.724,8.244,21.7,-27.2,-16.3,237.901,-34.585,-2.887,0,0,0
1423055207414,-0.599,5.752,8.292,21.7,-27.2,-16.3,237.829,-34.679,-3.391,0,0,0
1423055207515,-0.599,5.762,8.149,21.7,-26.8,-16.3,238.509,-34.745,-3.53,0,0,0
1423055207614,-0.647,5.752,8.158,21.7,-26.8,-16.3,238.829,-35.103,-3.698,0,0,0
1423055207714,-0.608,5.752,8.197,22.1,-26.8,-16.3,239.268,-34.988,-3.477,0,0,0
1423055207814,-0.599,5.819,8.177,22.1,-26.8,-16.3,239.692,-35.369,-3.41,0,0,0
1423055207913,-0.561,5.81,8.302,22.1,-26.8,-16.3,239.299,-34.922,-3.158,0,0,0
1423055208015,-0.666,5.733,8.091,22.1,-26.8,-16.3,239.59,-35.255,-3.346,0,0,0
1423055208120,-0.675,5.762,8.043,22.1,-26.8,-16.3,239.709,-35.525,-3.896,0,0,0
1423055208215,-0.647,5.886,8.149,22.1,-26.8,-16.3,240.034,-35.766,-3.673,0,0,0
1423055208318,-1.145,5.647,8.292,22.1,-26.8,-16.3,237.207,-34.01,-6.5,0,0,0
1423055208416,-1.298,5.743,8.168,22.1,-26.8,-16.3,237.699,-34.777,-7.398,0,0,0
1423055208514,-1.173,5.513,8.694,22.1,-26.8,-16.3,235.283,-32.142,-6.493,0,0,0
1423055208614,-0.178,6.03,7.459,22.1,-26.8,-16.3,244.129,-38.95,-1.051,0,0,0
1423055208714,-0.082,6.04,7.689,22.1,-26.8,-16.3,243.559,-38.298,-0.319,0,0,0
1423055208815,-0.618,5.819,7.813,22.1,-26.4,-16.3,241.621,-36.589,-3.621,0,0,0
1423055208914,-0.541,5.877,8.13,22.1,-26.4,-16.3,244.043,-38.441,-1.993,0,0,0
1423055209014,-0.321,7.055,9.432,22.1,-26.4,-16.3,242.32,-36.779,-1.553,0,0,0
1423055209115,-0.608,6.164,11.567,22.1,-26.4,-16.7,233.981,-28.015,-2.658,0,0,0
1423055209214,-0.599,3.837,10.696,22.1,-26.4,-16.7,227.666,-19.704,-3.013,0,0,0
1423055209314,-1.47,3.856,7.344,22.1,-27,-16.7,228.979,-27.237,-10.041,0,0,0
1423055209414,-0.436,4.105,7.689,22.1,-27.8,-15.8,233.554,-31.527,-3.964,0,0,0
1423055209515,-0.436,4.814,8.627,21.7,-28.3,-15.4,230.509,-29.132,-2.517,0,0,0
1423055209613,-0.867,5.609,9.078,21.7,-29,-14.8,230.179,-31.594,-4.643,0,0,0
1423055209714,-0.695,5.072,7.967,21.1,-29,-14.4,229.769,-32.39,-4.206,0,0,0
1423055209814,-0.733,5.455,8.57,21.1,-29,-14.4,229.805,-32.384,-4.117,0,0,0
1423055209914,-0.541,4.996,7.881,21.1,-29,-14,229.769,-32.318,-3.318,0,0,0
1423055210014,-0.953,5.408,8.493,21.1,-29,-14,228.878,-32.326,-5.405,0,0,0
1423055210114,-0.982,5.561,8.714,21.1,-29,-13.6,226.379,-29.511,-5.559,0,0,0
1423055210274,-0.8,5.532,8.072,21.1,-28.5,-13.6,231.515,-34.09,-3.696,0,0,0
1423055210313,-0.8,5.532,8.072,21.1,-28.5,-13,230.737,-34.299,-4.667,0,0,0
1423055210415,-0.857,5.8,8.359,21.1,-28.5,-13,230.953,-34.626,-4.811,0,0,0
1423055210514,-0.79,5.819,8.254,21.1,-28.5,-12.4,230.868,-35.065,-4.466,0,0,0
1423055210615,-0.924,5.81,8.283,21.1,-28.5,-12.4,230.432,-34.881,-5.218,0,0,0
1423055210714,-0.886,5.762,8.283,21.1,-28.5,-12.4,230.342,-34.67,-5.011,0,0,0
1423055210814,-0.877,5.752,8.407,20.7,-28.5,-12.4,229.328,-34.28,-5.274,0,0,0
1423055210915,-0.81,5.743,8.311,20.7,-28.5,-12.4,229.801,-34.52,-4.578,0,0,0
1423055211016,-1.164,5.676,8.637,20.7,-29,-12.4,230.481,-36.853,-5.842,0,0,0
1423055211116,-0.972,5.762,8.302,20.7,-29,-12.4,228.717,-34.581,-5.487,0,0,0
1423055211214,-1.03,5.743,7.938,20.7,-29,-12.4,229.399,-35.667,-5.991,0,0,0
1423055211314,-0.953,5.8,8.216,20.7,-29,-12.4,229.128,-35.052,-5.412,0,0,0
1423055211414,-0.924,5.81,8.264,20.7,-29,-12.4,229.12,-34.945,-5.225,0,0,0
1423055211514,-0.944,5.848,8.359,20.7,-29,-12.4,229.071,-34.834,-5.123,0,0,0
1423055211614,-0.886,5.791,8.149,20.7,-29,-12.4,229.433,-35.242,-5.059,0,0,0
1423055211714,-0.953,5.858,8.216,21.1,-29,-12.4,229.952,-35.311,-5.392,0,0,0
1423055211814,-0.924,5.886,8.254,21.1,-29,-12.4,230.04,-35.328,-5.206,0,0,0
1423055211914,-0.934,5.81,8.072,21.1,-29,-12.4,230.167,-35.564,-5.366,0,0,0
1423055212014,-0.896,5.838,8.206,21.1,-29,-12,229.701,-35.274,-5.08,0,0,0
1423055212114,-0.924,5.838,8.292,21.1,-29,-12,229.42,-34.982,-5.204,0,0,0
1423055212214,-0.944,5.819,8.177,21.1,-29,-12,229.708,-35.326,-5.173,0,0,0
1423055212314,-0.972,5.858,8.149,21.1,-29,-12,229.732,-35.525,-5.526,0,0,0
1423055212414,-0.972,5.733,8.369,21.1,-29,-12,228.729,-34.236,-5.468,0,0,0
1423055212514,-0.944,5.771,8.474,21.1,-29,-12,228.711,-34.103,-5.252,0,0,0
1423055212614,-0.934,5.724,8.388,21.1,-29,-12,228.743,-34.143,-5.255,0,0,0
1423055212714,-1.03,5.791,8.369,21.1,-29,-12,228.8,-34.486,-5.77,0,0,0
1423055212814,-0.972,5.838,8.398,21.1,-29,-12,229.056,-34.63,-5.424,0,0,0
1423055212914,-1.193,5.695,8.292,21.1,-29,-12,228.543,-34.475,-6.384,0,0,0
1423055213014,-1.068,5.724,8.149,21.1,-29,-12,228.956,-34.853,-6.116,0,0,0
1423055213115,-1.02,5.877,8.331,21.1,-29,-12,229.931,-35.764,-5.52,0,0,0
1423055213216,-1.001,5.791,8.34,21.1,-29,-12,228.937,-34.579,-5.622,0,0,0
1423055213318,-0.992,5.762,8.35,21.1,-29,-12,228.829,-34.424,-5.582,0,0,0
1423055213422,-0.972,5.743,8.311,21.1,-29,-12,228.899,-34.464,-5.489,0,0,0
1423055213515,-1.011,5.771,8.34,21.1,-29,-12,228.844,-34.494,-5.686,0,0,0
1423055213614,-0.905,5.743,8.34,21.1,-29,-12,228.915,-34.369,-5.261,0,0,0
1423055213714,-0.886,5.733,8.398,21.1,-29,-12,228.879,-34.174,-4.973,0,0,0
1423055213814,-1.049,5.762,7.842,21.1,-29,-12,229.927,-36.066,-6.151,0,0,0
1423055213914,-1.039,5.858,7.948,21.1,-29,-12,230.073,-36.168,-6.005,0,0,0
1423055214014,-1.173,5.81,7.718,21.1,-29,-12,230.121,-36.659,-6.915,0,0,0
1423055214114,-1.403,5.982,8.321,21.1,-29,-12,228.622,-35.326,-7.795,0,0,0
1423055214214,-0.915,6.47,7.967,21.1,-29,-12,232.826,-38.905,-5.087,0,0,0
1423055214314,-0.513,6.787,7.43,21.5,-28.6,-12,231.648,-35.065,-2.19,0,0,0
1423055214414,-1.662,6.116,7.823,21.5,-28.6,-12,230.944,-37.41,-9.496,0,0,0
1423055214515,-1.049,6.538,7.507,21.5,-28.6,-12,236.138,-41.508,-6.345,0,0,0
1423055214614,-0.829,6.978,8.244,22.1,-28.6,-12,236.226,-40.113,-4.381,0,0,0
1423055214715,-1.221,7.304,10.006,22.1,-28.6,-12,232.137,-35.93,-5.627,0,0,0
1423055214814,-0.963,5.35,11.337,22.1,-28.6,-12,225.228,-25.185,-4.392,0,0,0
1423055214914,-1.336,4.546,6.674,22.1,-28.6,-11.2,228.349,-33.74,-9.392,0,0,0
